sale_id,day,month,sale_price,n_bedrooms,n_bathrooms,finished_sqft,lot_size_sqft,n_floors,waterfront_indicator,view_index,condition_index,construction_grade_index,finished_above_ground_sqft,finished_below_ground_sqft,year_built,year_renovated,zipcode,latitude,longitude
1873100390,2,3,719000,4,2.5,2570,7173,2,0,0,3,8,2570,0,2005,0,54842,47.7073,-92.726
8562750320,10,11,580500,3,2.5,2320,3980,2,0,0,3,8,2320,0,2003,0,54817,47.5391,-92.686
2426039314,1,12,280000,2,1.5,1190,1265,3,0,0,3,7,1190,0,2005,0,54923,47.7274,-92.973
461000390,24,6,687500,4,1.75,2330,5000,1.5,0,0,4,7,1510,820,1929,0,54907,47.6823,-92.984
7589200193,10,11,535000,3,1,1090,3000,1.5,0,0,4,8,1090,0,1929,0,54907,47.6889,-92.991
7955080270,3,12,322500,4,2.75,2060,6659,1,0,0,3,7,1280,780,1981,0,54848,47.4276,-92.773
9547205180,13,6,696000,3,2.5,2300,3060,1.5,0,0,3,8,1510,790,1930,2002,54905,47.6827,-92.926
9435300030,28,5,550000,4,1,1660,34848,1,0,0,1,5,930,730,1933,0,54842,47.6621,-92.748
2768000400,30,12,640000,4,2,2360,6000,2,0,0,4,8,2360,0,1904,0,54897,47.6702,-92.978
7895500070,13,2,240000,4,1,1220,8075,1,0,0,2,7,890,330,1969,0,54791,47.3341,-92.898
2078500320,20,6,605000,4,2.5,2620,7553,2,0,0,3,8,2620,0,1996,0,54846,47.5301,-92.796
5547700270,15,7,625000,4,2.5,2570,5520,2,0,0,3,9,2570,0,2000,0,54864,47.6145,-92.643
7766200013,11,8,775000,4,2.25,4220,24186,1,0,0,3,8,2600,1620,1984,0,54956,47.445,-92.963
7203220400,7,7,861990,5,2.75,3595,5639,2,0,0,3,9,3595,0,2014,0,54843,47.6848,-92.632
9270200160,28,10,685000,3,1,1570,2280,2,0,0,3,7,1570,0,1922,0,54909,47.6413,-92.98
1432701230,29,7,309000,3,1,1280,9656,1,0,0,4,6,920,360,1959,0,54848,47.4485,-92.791
8035350320,18,7,488000,3,2.5,3160,13603,2,0,0,3,8,3160,0,2003,0,54809,47.7443,-92.593
8945200830,25,3,210490,3,1,990,8528,1,0,0,3,6,990,0,1966,0,54813,47.3066,-92.987
4178300310,16,7,785000,4,2.5,2290,13416,2,0,0,4,9,2290,0,1981,0,54797,47.6194,-92.767
9215400105,28,4,450000,3,1.75,1250,5963,1,0,0,4,7,1250,0,1953,0,54905,47.6796,-92.917
822039084,11,3,1350000,3,2.5,2753,65005,1,1,2,5,9,2165,588,1953,0,54860,47.4041,-93.067
5245600105,16,9,228000,3,1,1190,9199,1,0,0,3,7,1190,0,1955,0,54938,47.4258,-92.938
7231300125,17,2,345000,5,2.5,3150,9134,1,0,0,4,8,1640,1510,1966,0,54846,47.4934,-92.805
7518505990,31,12,600000,3,1.75,1410,4080,1,0,0,4,7,1000,410,1950,0,54907,47.6808,-93
3626039271,5,2,585000,2,1.75,1980,8550,1,0,0,3,7,990,990,1981,0,54907,47.6989,-92.985
4217401195,3,3,920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,600,1927,0,54895,47.6571,-92.897
9822700295,12,5,885000,4,2.5,2830,5000,2,0,0,3,9,2830,0,1995,0,54895,47.6597,-92.906
9478500640,19,8,292500,4,2.5,2250,4495,2,0,0,3,7,2250,0,2008,0,54832,47.3663,-92.73
2799800710,7,4,301000,3,2.5,2420,4750,2,0,0,3,8,2420,0,2003,0,54832,47.3663,-92.738
7922800400,27,8,951000,5,3.25,3250,14342,2,0,4,4,8,3250,0,1968,0,54798,47.588,-92.732
8079040320,23,2,430000,4,3,1850,9976,2,0,0,3,8,1850,0,1991,0,54849,47.5059,-92.765
1516000055,10,12,650000,3,2.25,2150,21235,1,0,3,4,8,1590,560,1959,0,54956,47.4336,-92.955
9558200045,28,8,289000,3,1.75,1260,8400,1,0,0,3,7,1260,0,1954,0,54938,47.4366,-92.951
5072410070,21,10,505000,3,1.75,2519,8690,2,0,0,5,8,2519,0,1973,0,54956,47.4428,-92.96
9528102996,7,12,549000,3,1.75,1540,1044,3,0,0,3,8,1540,0,2014,0,54905,47.6765,-92.936
1189001180,3,6,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,54912,47.6113,-92.913
3253500160,20,11,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1000,1925,0,54934,47.5747,-92.92
3394100030,9,9,975000,4,2.5,2720,11049,2,0,0,3,10,2720,0,1989,0,54794,47.5815,-92.808
3717000160,9,10,287000,4,2.5,2240,4648,2,0,0,3,7,2240,0,2005,0,54791,47.3378,-92.873
1274500060,25,8,204000,3,1,1000,12070,1,0,0,4,7,1000,0,1968,0,54832,47.3621,-92.726
1802000060,12,6,1325000,5,2.25,3200,20158,1,0,0,3,8,1600,1600,1965,0,54794,47.6303,-92.831
1525059190,12,9,1040000,5,3.25,4770,50094,1,0,0,4,11,3070,1700,1973,0,54795,47.6525,-92.776
1049000060,5,1,325000,3,2,1260,5612,1,0,0,4,7,1260,0,1972,0,54824,47.7362,-92.795
8820901275,10,6,571000,4,2,2750,7807,1.5,0,0,5,7,2250,500,1916,0,54915,47.7168,-92.903
5416510140,10,7,360000,4,2.5,2380,5000,2,0,0,3,8,2380,0,2005,0,54828,47.3608,-92.652
3444100400,16,3,349000,3,1.75,1790,50529,1,0,0,5,7,1090,700,1965,0,54832,47.3511,-92.689
3276920270,5,11,832500,4,4,3430,35102,2,0,0,4,10,2390,1040,1986,0,54865,47.5822,-92.603
4036801170,13,10,380000,4,1.75,1760,7300,1,0,0,3,7,880,880,1956,0,54798,47.6034,-92.741
2391600320,20,4,480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,54906,47.5636,-93.01
6300000287,9,6,410000,3,1,1410,5060,1,0,0,4,7,910,500,1956,0,54923,47.7073,-92.956
1531000030,23,3,720000,4,2.5,3450,39683,2,0,0,3,10,3450,0,2002,0,54800,47.342,-92.641
5104520400,2,12,390000,3,2.5,2350,5100,2,0,0,3,8,2350,0,2003,0,54828,47.3512,-92.624
7437100340,22,12,360000,4,2.5,1900,5889,2,0,0,3,7,1900,0,1992,0,54828,47.349,-92.647
9418400240,28,10,355000,2,1,2020,6720,1,0,0,3,7,1010,1010,1948,0,54908,47.5474,-92.907
1523059105,28,1,356000,3,1.5,1680,8712,1,0,0,3,8,1680,0,1964,0,54849,47.4811,-92.765
1133000671,2,6,315000,3,1,960,6634,1,0,0,3,6,960,0,1952,0,54915,47.7264,-92.926
4232902595,14,11,940000,3,1.5,2140,3600,2,0,0,3,9,1900,240,1925,0,54909,47.6337,-92.981
2599001200,3,11,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,0,1961,0,54882,47.2909,-92.805
3342103156,18,6,461000,3,3.25,2770,6278,2,0,0,3,9,1980,790,2006,0,54846,47.5228,-92.815
1332700270,19,5,215000,2,2.25,1610,2040,2,0,0,4,7,1610,0,1979,0,54846,47.518,-92.81
3869900162,4,9,335000,2,1.75,1030,1066,2,0,0,3,7,765,265,2006,0,54926,47.5394,-93.003
2791500270,22,5,243500,4,2.5,1980,7403,2,0,0,3,7,1980,0,1988,0,54813,47.2897,-92.988
5036300431,11,3,1099880,5,2.75,3520,6353,2,0,0,4,10,3520,0,2001,0,54989,47.6506,-93.007
4168000060,26,2,153000,3,1,1200,10500,1,0,0,3,7,1200,0,1962,0,54813,47.322,-92.967
6021501535,25,7,430000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,54907,47.687,-93.002
6021501535,23,12,700000,3,1.5,1580,5000,1,0,0,3,8,1290,290,1939,0,54907,47.687,-93.002
1483300570,8,9,905000,4,2.5,3300,10250,1,0,0,3,7,2390,910,1946,1991,54830,47.5873,-92.865
3422049190,30,3,247500,3,1.75,1960,15681,1,0,0,3,7,1960,0,1967,0,54822,47.3576,-92.893
1099611230,12,9,199000,4,1.5,1160,6400,1,0,0,4,7,1160,0,1975,0,54813,47.3036,-92.994
722079104,11,7,314000,3,1.75,1810,41800,1,0,0,5,7,1210,600,1980,0,54828,47.4109,-92.574
7338200240,16,5,437500,3,2.5,2320,36847,2,0,2,3,9,2320,0,1992,0,54835,47.4838,-92.33
1952200240,11,6,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,800,1910,0,54892,47.6415,-92.931
5200100125,27,10,555000,3,2,1980,3478,1.5,0,0,4,7,1440,540,1929,0,54907,47.6775,-92.988
7214720075,12,12,699950,3,2.25,2190,107593,2,0,0,4,8,2190,0,1983,0,54867,47.7731,-92.696
2450000295,7,10,1088000,3,2.5,2920,8113,2,0,0,3,8,2920,0,1950,2010,54794,47.5814,-92.812
6197800045,24,9,290000,3,1,1210,33919,1,0,0,3,7,1210,0,1954,0,54848,47.4375,-92.8
1328310370,2,4,375000,3,2.5,2340,10005,1,0,0,4,8,1460,880,1978,0,54848,47.4431,-92.749
546000875,23,5,460000,3,1,1670,4005,1.5,0,0,4,7,1170,500,1939,0,54907,47.6878,-92.996
3530510041,23,7,188500,2,1.75,1240,2493,1,0,0,4,8,1240,0,1985,0,54988,47.3813,-92.938
1853000400,5,3,680000,4,2.5,3140,28037,2,0,0,4,10,3140,0,1991,0,54867,47.7304,-92.698
3134100116,27,8,470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,54842,47.6417,-92.725
9545230140,25,7,597750,4,2.5,2310,9624,2,0,0,3,8,2310,0,1984,0,54817,47.5386,-92.669
3362400511,4,3,570000,3,1.75,1260,3328,1,0,0,5,6,700,560,1905,0,54893,47.6823,-92.965
2525310310,16,9,272500,3,1.75,1540,12600,1,0,0,4,7,1160,380,1980,0,54828,47.3624,-92.647
6126500060,24,11,329950,3,1.75,2080,5969,1,0,2,3,7,1080,1000,1971,0,54898,47.5474,-92.911
8961960160,28,10,480000,4,2.5,3230,16171,2,0,3,3,9,2520,710,2001,0,54791,47.3183,-92.869
3626039325,21,11,740500,3,3.5,4380,6350,2,0,0,3,8,2780,1600,1900,1999,54907,47.6981,-92.984
3362400431,26,6,518500,3,3.5,1590,1102,3,0,0,3,8,1590,0,2010,0,54893,47.6824,-92.963
4060000240,23,6,205425,2,1,880,6780,1,0,0,4,6,880,0,1945,0,54968,47.5009,-92.864
3454800060,8,1,171800,4,2,1570,9600,1,0,0,3,6,1570,0,1950,0,54958,47.4965,-92.919
1695900060,11,5,535000,4,1,1610,2982,1.5,0,0,4,7,1610,0,1925,0,54934,47.587,-92.91
7278700070,2,1,660000,3,2.5,2400,6474,1,0,2,3,8,1560,840,1964,0,54967,47.7728,-93.002
6675500070,19,11,391500,3,2,1450,9132,1,0,0,3,7,1450,0,1987,0,54824,47.7288,-92.842
3626039187,6,4,395000,2,1,770,6000,1,0,0,3,6,770,0,1953,0,54907,47.6999,-92.98
3524049083,4,11,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1924,0,54908,47.5299,-92.882
3275860240,18,6,770000,3,2.25,2910,10204,2,0,0,3,9,2910,0,1990,0,54842,47.6897,-92.714
4389200955,2,3,1450000,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,54794,47.6141,-92.828
4058801670,17,7,445000,3,2.25,2100,8201,1,0,2,3,8,1620,480,1967,0,54968,47.5091,-92.86
8732020310,17,7,260000,4,2.25,2160,8811,1,0,0,3,8,1360,800,1978,0,54813,47.3129,-93.006
2331300505,13,6,822500,5,3.5,2320,4960,2,0,0,5,7,1720,600,1926,0,54893,47.6763,-92.968
7853210060,6,4,430000,4,2.5,2070,4310,2,0,0,3,7,2070,0,2004,0,54855,47.5319,-92.466
3668000070,5,1,212000,3,1.75,1060,7875,1,0,0,4,7,1060,0,1986,0,54882,47.2761,-92.768
9545240070,28,4,660500,4,2.25,2010,9603,1,0,0,3,8,1440,570,1986,0,54817,47.5343,-92.67
1243100136,12,6,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1490,1989,0,54842,47.697,-92.688
8929000270,12,5,453246,3,2.5,2010,2287,2,0,0,3,8,1390,620,2014,0,54819,47.5517,-92.614
2767602356,26,1,675000,4,3.5,2140,2278,3,0,0,3,9,2140,0,2005,0,54897,47.6734,-92.996
921049315,13,8,199000,3,1.75,1320,17390,1,0,0,4,7,1320,0,1956,0,54793,47.3257,-92.912
3655000070,5,8,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1010,1968,0,54793,47.3309,-92.915
4027700812,29,5,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1250,1968,0,54818,47.7689,-92.882
3992700335,7,7,382500,2,1,1190,4440,1,0,0,3,6,1190,0,1981,0,54915,47.7135,-92.903
2767603505,7,5,519950,3,2.25,1170,1249,3,0,0,3,8,1170,0,2014,0,54897,47.6722,-92.997
4232901525,27,6,665000,2,1,1110,3200,1,0,0,3,7,1110,0,1925,0,54909,47.6338,-92.974
1777500060,8,7,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1270,1968,0,54796,47.5707,-92.744
1432900240,8,5,205000,3,1,1610,8579,1,0,0,4,7,1010,600,1962,0,54848,47.4563,-92.787
6140100875,15,4,420000,3,1,1060,8097,1,0,0,4,7,940,120,1923,0,54923,47.7144,-92.967
6071600370,27,2,500000,4,2.25,2030,8517,1,0,0,4,8,1380,650,1961,0,54796,47.5495,-92.79
1526069017,3,12,921500,4,2.5,3670,315374,2,0,0,4,9,3670,0,1994,0,54867,47.7421,-92.642
809001525,25,6,890000,4,1,2550,4000,2,0,0,3,8,2370,180,1905,0,54899,47.6354,-92.969
3224079105,6,8,430000,2,2.5,2420,60984,2,0,0,3,7,2420,0,2007,0,54817,47.5262,-92.559
8075400570,30,10,258000,5,2,2260,12500,1,0,0,4,8,1130,1130,1960,0,54822,47.3887,-92.902
1994200024,4,11,511000,3,1,1430,3455,1,0,0,3,7,980,450,1947,0,54893,47.6873,-92.952
3362900810,20,8,532170,3,2,1360,3090,2,0,0,3,8,1360,0,1990,0,54893,47.6838,-92.969
1324300398,9,4,560000,3,1,1110,5000,1.5,0,0,3,7,1110,0,1947,0,54897,47.655,-92.975
537000445,31,3,282950,3,1,1250,8200,1,0,0,4,7,1250,0,1954,0,54793,47.3255,-92.92
7855801670,1,4,2250000,4,3.25,5180,19850,2,0,3,3,12,3540,1640,2006,0,54796,47.562,-92.778
7920100045,16,5,350000,1,1,700,5100,1,0,0,3,7,700,0,1942,0,54905,47.679,-92.916
8960000030,28,7,215000,3,1,1180,7669,1,0,0,4,7,1180,0,1967,0,54848,47.4479,-92.792
6388930390,20,11,650000,5,3.5,3960,25245,2,0,0,3,9,2500,1460,1996,0,54846,47.525,-92.788
8731900200,7,8,320000,4,2.75,2640,7500,1,0,0,3,8,1620,1020,1967,0,54813,47.3135,-92.985
8029200135,13,11,247000,3,2,1270,7198,1.5,0,0,3,7,1270,0,1916,2013,54812,47.2086,-92.612
1081200350,3,10,320000,4,1.75,1760,11180,1,0,0,4,8,1760,0,1968,0,54849,47.4715,-92.734
84000105,7,5,255000,5,2.25,2060,8632,1,0,0,3,7,1030,1030,1962,0,54936,47.4877,-92.951
3756500060,9,3,438000,3,1.75,1780,9660,1,0,0,3,7,1780,0,1962,0,54824,47.7171,-92.809
7215720160,4,3,900000,3,2.5,3400,16603,2,0,0,3,10,3400,0,2000,0,54865,47.6012,-92.639
3574800520,20,6,441000,3,2.75,1910,7280,1,0,0,3,7,1160,750,1979,0,54824,47.7319,-92.84
2617300160,12,8,420000,3,2,2020,38332,1,0,0,4,7,1010,1010,1975,0,54817,47.4582,-92.639
2558660270,8,12,370000,3,1.75,1580,7000,1,0,0,3,7,1180,400,1976,0,54824,47.7209,-92.784
2009000370,19,2,269950,2,1.75,1340,7250,1,0,0,5,5,700,640,1949,0,54988,47.408,-92.943
1836980160,24,3,807100,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,54796,47.565,-92.741
3261020370,5,6,653000,3,2.5,2680,9750,1,0,0,4,8,1610,1070,1979,0,54824,47.7028,-92.847
1755700060,11,6,371500,3,2,1370,8336,1,0,0,5,7,1370,0,1964,0,54923,47.7458,-92.947
4330600435,16,3,284000,3,1.75,1560,21000,1,0,0,3,7,1560,0,1954,0,54956,47.4776,-92.953
9542800700,2,1,272000,3,1.75,2160,7140,1,0,0,4,7,1670,490,1978,0,54813,47.3026,-92.99
1999700045,2,5,313000,3,1.5,1340,7912,1.5,0,0,3,7,1340,0,1955,0,54923,47.7658,-92.955
1762600070,16,1,917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,54823,47.6477,-92.798
1687900520,29,9,673000,4,2.25,2590,8190,2,0,0,4,8,2590,0,1980,0,54796,47.5619,-92.741
7234600798,10,2,425000,3,2.5,1120,1100,2,0,0,3,8,820,300,2008,0,54912,47.6106,-92.926
3881900445,9,7,399950,5,2.75,1970,5400,1,0,0,3,7,1320,650,1986,0,54934,47.5868,-92.924
2254502445,30,5,385000,3,1,1220,4800,1,0,0,3,6,1220,0,1901,0,54912,47.6101,-92.923
5437810320,17,11,269950,3,1.5,1950,7560,1,0,2,4,7,1320,630,1975,0,54812,47.1976,-92.615
9158100075,7,1,330000,2,1,1350,8220,1,0,0,3,7,1060,290,1949,0,54967,47.7224,-92.974
3830630310,25,7,260000,3,2.5,1670,5797,2,0,0,3,7,1670,0,1988,0,54820,47.3505,-92.795
8123100045,14,4,470000,4,3,2380,5125,1.5,0,0,4,7,1680,700,1925,0,54916,47.5384,-92.992
3127200041,13,6,589000,4,3,2440,9600,2,0,0,5,7,2440,0,1961,0,54824,47.7044,-92.816
6661200320,23,7,163500,2,1.5,1050,3419,2,0,0,3,7,1050,0,1996,0,54828,47.3848,-92.655
11510310,5,9,835000,4,2.75,3130,13412,2,0,0,3,9,2140,990,1993,0,54842,47.6993,-92.718
825059270,21,11,1095000,5,3,4090,12850,1,0,2,4,10,2090,2000,1986,0,54823,47.6627,-92.804
8731951370,15,4,269000,4,1.75,1490,10000,1,0,0,4,8,1100,390,1969,0,54813,47.3099,-92.995
1954440060,5,5,560000,3,2.5,1900,8744,2,0,0,3,8,1900,0,1987,0,54864,47.62,-92.659
2264500350,18,4,615000,4,1,1330,2400,1.5,0,0,4,6,1330,0,1901,0,54893,47.65,-92.956
1115810060,5,12,585188,3,2.25,2230,10026,1,0,0,3,8,1430,800,1975,0,54842,47.6647,-92.769
9477200200,18,8,305000,3,1.75,1650,9480,1,0,0,3,7,1220,430,1977,0,54824,47.726,-92.807
1432600560,5,11,166950,3,1,1190,8820,1,0,0,3,6,1190,0,1959,0,54848,47.4616,-92.8
2287000060,12,9,799000,3,2.5,2140,9897,1,0,0,4,8,2140,0,1959,0,54830,47.5505,-92.835
3663500060,25,6,400000,3,2.5,2180,7508,1,0,0,4,7,1420,760,1962,0,54923,47.7606,-92.952
3996900125,1,12,230000,3,1,1060,10228,1,0,0,3,7,1060,0,1948,0,54945,47.7481,-92.916
7796450200,15,5,256883,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,54813,47.2779,-92.963
7549802535,11,11,423000,4,2,1970,6480,1.5,0,0,5,7,1130,840,1920,0,54898,47.5511,-92.928
3278600320,23,7,465000,3,2.5,2150,4084,2,0,0,3,8,2150,0,2007,0,54916,47.5488,-92.988
2824079053,13,1,440000,3,2.5,1910,66211,2,0,0,3,7,1910,0,1997,0,54814,47.5385,-92.527
1222069094,14,10,385000,3,1.75,1350,155073,1,0,0,4,7,1350,0,1969,0,54828,47.4058,-92.61
3542300060,11,3,210000,3,1,860,11725,1,0,0,4,6,860,0,1943,0,54846,47.5093,-92.8
2222059065,12,11,297000,3,2.5,1940,14952,2,0,0,3,8,1940,0,1994,0,54832,47.3777,-92.781
7551300060,16,7,470000,3,1,1010,5000,1,0,0,3,7,1010,0,1952,0,54897,47.675,-93.01
100600550,4,8,226500,3,1.5,1300,7370,1,0,0,4,7,900,400,1976,0,54813,47.3025,-92.986
3211100860,3,3,274250,3,1,910,8450,1,0,0,4,6,910,0,1962,0,54849,47.4787,-92.774
3456000310,4,8,840000,4,1.75,2480,11010,1,0,0,4,9,1630,850,1966,0,54830,47.5378,-92.835
9526600140,19,9,677900,3,2.5,2440,4587,2,0,0,3,8,2440,0,2010,0,54842,47.7073,-92.73
7465900060,5,2,425000,3,1,1010,5864,1,0,0,3,7,1010,0,1915,0,54906,47.5733,-92.997
1222000055,23,11,180250,2,0.75,900,9600,1,0,0,3,6,900,0,1941,0,54956,47.4604,-92.955
6300000550,17,7,464000,6,3,2300,3404,2,0,0,3,7,1600,700,1920,1994,54923,47.7067,-92.959
2310030510,22,4,320000,4,2.25,1550,7579,2,0,0,3,8,1550,0,1993,0,54828,47.354,-92.663
1025049114,17,7,625504,3,2.25,1270,1566,2,0,0,3,8,1060,210,2014,0,54895,47.6647,-92.9
8677300550,15,5,592500,4,2.5,2240,12032,1,0,0,3,9,2240,0,1983,0,54864,47.6143,-92.633
4014400292,14,1,465000,3,2.5,2714,17936,2,0,0,3,9,2714,0,2005,0,54791,47.3185,-92.891
1102000196,27,5,477000,4,2.75,1720,6270,2,0,0,3,8,1720,0,1978,0,54908,47.5458,-92.884
257000138,15,1,280000,2,1,850,16400,1,0,0,3,6,850,0,1923,0,54958,47.4889,-92.915
46100204,21,2,1505000,5,3,3300,33474,1,0,3,3,9,1870,1430,1957,1991,54830,47.5673,-92.826
1909600046,3,7,445838,3,2.5,2250,5692,2,0,0,3,8,2250,0,2000,0,54936,47.5133,-92.995
1250202145,28,8,1072000,2,2.25,3900,14864,1,0,3,3,8,1950,1950,1947,0,54934,47.5884,-92.907
7611200125,23,10,467000,2,1.5,1320,10800,1,0,0,4,8,1320,0,1947,0,54967,47.7145,-92.983
5611500140,22,8,686000,4,2.5,2760,6440,2,0,0,3,10,2760,0,1999,0,54865,47.5836,-92.642
7138000260,5,6,279950,3,2,1750,9750,1,0,0,3,7,1350,400,1961,0,54988,47.398,-92.915
626059335,4,9,527000,4,2.25,2330,19436,2,0,0,3,8,2330,0,1987,0,54801,47.7663,-92.831
1922059282,18,9,325000,3,2.25,2220,16020,1,0,0,4,8,1780,440,1966,0,54820,47.3758,-92.833
705700390,3,9,328000,3,2.25,2020,8379,2,0,0,3,7,2020,0,1994,0,54828,47.3828,-92.639
7454001200,4,6,390000,3,2.25,1250,7500,1,0,0,5,7,1250,0,1942,0,54936,47.5123,-92.989
8682281200,9,3,479950,2,2,1510,6516,1,0,0,3,8,1510,0,2005,0,54843,47.7076,-92.629
7972000200,29,5,264950,4,2.25,1720,9753,1,0,0,4,7,1120,600,1978,0,54813,47.2922,-92.987
722059070,15,1,235000,3,1,1430,15246,1,0,0,4,7,980,450,1961,0,54821,47.4075,-92.83
7202340400,3,3,516500,3,2.5,1480,4729,2,0,0,3,7,1480,0,2004,0,54843,47.6794,-92.65
8096000060,13,4,655000,2,1.75,1450,15798,2,1,4,3,7,1230,220,1915,1978,54956,47.4497,-92.991
2424000060,16,6,500000,4,2.75,2280,15347,1,0,0,5,7,2280,0,1960,0,54849,47.5218,-92.78
9264902050,21,11,315000,6,2.75,2940,7350,1,0,0,3,8,1780,1160,1978,0,54813,47.3103,-92.955
943100260,20,11,213000,2,1,1000,10200,1,0,0,3,6,1000,0,1961,0,54814,47.5687,-92.515
3677400445,2,9,475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,860,1947,0,54898,47.5575,-92.919
1762600320,10,6,1025000,5,4,3760,28040,2,0,0,3,10,3760,0,1983,0,54823,47.6489,-92.799
4058000060,9,4,416000,3,2,2220,94300,1,0,0,5,7,1640,580,1976,0,54800,47.3459,-92.566
7228500560,20,3,410000,4,1,1970,4740,1.5,0,0,3,7,1670,300,1904,2005,54912,47.6136,-92.919
326069104,1,7,800000,3,3.5,3830,221284,2,0,0,3,10,3530,300,1993,0,54867,47.7641,-92.639
5152100060,29,5,472000,6,2.5,4410,14034,1,0,2,4,9,2350,2060,1965,0,54793,47.3376,-92.94
3584000310,8,12,225000,3,1.75,1430,8505,1,0,0,4,7,1430,0,1968,0,54793,47.3173,-92.935
8150100045,1,10,210000,2,1,830,6000,1,0,0,3,6,830,0,1940,0,54916,47.5308,-92.992
1868901275,27,1,455000,2,1,1430,5000,1.5,0,0,2,7,1430,0,1925,0,54905,47.6727,-92.915
